Order ID,Date,Status,Fulfilment,Sales Channel,Ship Service Level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,Ship City,Ship State,Ship Postal Code,Ship Country,Promotion IDs,B2B,Fulfilled By,Is Valid Order
402-3381063-0781161,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,BL026,BL026-74BEIGE-B,Blouse,Free,B07861S95R,Shipped,1,INR,383.0,Navi Mumbai,Maharashtra,400705.0,IN,,False,,True
406-8755475-2541930,2022-04-30,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-M,Set,M,B09NDKJKPN,Cancelled,0,,,Hyderabad,Telangana,500083.0,IN,,False,,False
407-2538775-7502719,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,PJNE3399,PJNE3399-KR-N-4XL,kurta,4XL,B09LD3V5V3,Shipped,1,INR,486.0,Pune,Maharashtra,411037.0,IN,,False,,True
406-7586136-6520337,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0399,J0399-DR-M,Western Dress,M,B09SDYL6L2,Shipped,1,INR,791.0,Dehradun,Uttarakhand,248009.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,True
404-0216210-9495513,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,MEN5006,MEN5006-KR-XXXL,kurta,3XL,B08YZ275XH,Shipped,1,INR,475.0,New Delhi,Delhi,110006.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
402-4205432-7587534,2022-04-30,Shipped,Amazon,Amazon.in,Expedited,BL103,BL103-XL,Blouse,XL,B085GC4VG9,Shipped,1,INR,460.0,Hyderabad,Telangana,500072.0,IN,,False,,True
406-3669070-7817938,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET110,SET110-KR-PP-M,Set,M,B0822TDMYH,Shipped,1,INR,788.0,Puducherry,Puducherry,605110.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,True
408-0708609-9678730,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,JNE3634,JNE3634-KR-S,kurta,S,B09811Q5NS,Shipped,1,INR,544.0,Pimpri Chinchwad,Maharashtra,411018.0,IN,,False,,True
171-2010598-6721139,2022-05-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0217,J0217-BL-XL,Blouse,XL,B09KXYGX7P,Shipped,1,INR,665.0,Chennai,Tamil Nadu,600082.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,True
406-9530364-0525159,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,J0294,J0294-TP-XS,Top,XS,B099S81YF8,Shipped,1,INR,396.0,Nagpur,Maharashtra,440033.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
407-7881168-0237936,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,J0003,J0003-SET-XL,Set,XL,B0894YFQ5R,Shipped,1,INR,655.0,Navi Mumbai,Maharashtra,400707.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
403-0348524-5087537,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,SET347,SET347-KR-NP-XS,Set,XS,B09RKFBMYD,Shipped,1,INR,852.0,Ghaziabad,Uttar Pradesh,201009.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
407-4751753-2795555,2022-05-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5007,MEN5007-KR-M,kurta,M,B08YYZ7YQZ,Shipped,1,INR,475.0,Mumbai,Maharashtra,400074.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant SS-1651121388986,Amazon PLCC Free-Financing Universal Merchant AAT-3ATRKF7R3UHOO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,True
407-7537366-2285917,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-S,kurta,S,B08WPTJBBD,Shipped,1,INR,442.0,Chennai,Tamil Nadu,600092.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
408-3049195-3622707,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,JNE3068,JNE3068-KR-A-L,kurta,L,B07H7D7NJZ,Shipped,1,INR,696.0,Berhampur,Odisha,760002.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
407-8618660-4712311,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,MEN5011,MEN5011-KR-L,kurta,L,B08YZ243V6,Shipped,1,INR,499.0,Kolkata,West Bengal,700055.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
171-7666366-9339554,2022-05-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3487,JNE3487-KR-L,kurta,L,B08RP29G54,Shipped,1,INR,362.0,Mangaluru,Karnataka,575002.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,True
405-3616963-2923544,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,SET341,SET341-KR-NP-XL,Set,XL,B09NPX3HG3,Shipped,1,INR,899.0,Faridabad,Haryana,121003.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
408-1305680-8820308,2022-05-01,Cancelled,Amazon,Amazon.in,Expedited,JNE3504,JNE3504-KR-XL,kurta,XL,B09811WPL9,Unshipped,1,INR,487.0,Bengaluru-97,Karnataka,560097.0,IN,,False,,False
406-8533145-0795552,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,SET397,SET397-KR-NP  -M,Set,M,B09RKD6KWL,Shipped,1,INR,1186.0,Mumbai,Maharashtra,400061.0,IN,,False,,True
407-8092917-8284343,2022-05-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0004,J0004-SKD-L,Set,L,B0894WMVMW,Shipped,1,INR,1186.0,Shrirampur,Maharashtra,413709.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,True
408-0521404-4389112,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,635.0,Bengaluru,Karnataka,560068.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
408-5326598-5968310,2022-05-01,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2153,JNE2153-KR-278-A-M,kurta,M,B0794YR85H,Shipped,1,INR,424.0,Delhi,Delhi,110026.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant SS-1651121388986,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",True,Easy Ship,True
407-3361064-9750761,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,JNE1233,JNE1233-BLUE-KR-031-M,kurta,M,B01M0LXTZE,Shipped,1,INR,376.0,"Kadugodi, Whitefield, Bengaluru",Karnataka,560067.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
408-6244820-2184365,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,JNE3710,JNE3710-DR-M,Western Dress,M,B091T25NQG,Shipped,1,INR,690.0,Bengaluru,Karnataka,560064.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
404-3298642-2597149,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-XL,kurta,XL,B09K3S4P57,Shipped,1,INR,487.0,Ernakulam,Kerala,682020.0,IN,,False,,True
403-4147373-2336363,2022-05-01,Cancelled,Merchant,Amazon.in,Standard,JNE3801,JNE3801-KR-L,kurta,L,B09SDY51NS,,0,INR,689.52,Pune,Maharashtra,411024.0,IN,,False,Easy Ship,False
406-9051115-6323525,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,PSET264,PSET264-KR-NP-5XL,Set,5XL,B09M779C74,Shipped,1,INR,909.0,New Delhi,Delhi,110092.0,IN,,False,,True
402-1702858-2952367,2022-05-01,Shipped,Amazon,Amazon.in,Expedited,SET172,SET172-KR-PP-B-L,Set,L,B0822TF519,Shipped,1,INR,968.0,Thrissur,Kerala,680501.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
404-0194564-6399575,2022-05-02,Cancelled,Amazon,Amazon.in,Expedited,J0351,J0351-SET-L,Set,L,B09CSSQY4F,Cancelled,0,,,Vizianagaram,Andhra Pradesh,535578.0,IN,,False,,False
403-2065354-8390724,2022-05-02,Cancelled,Amazon,Amazon.in,Expedited,JNE3313,JNE3313-KR-A-XXXL,kurta,3XL,B07SHCJLTR,Cancelled,0,,,Anpara,Uttar Pradesh,231225.0,IN,,False,,False
406-5904919-6265100,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXXL,Set,3XL,B09NQ51MPV,Shipped,1,INR,597.0,Kanpur,Uttar Pradesh,208027.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
405-2353539-0213919,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,Shipped,1,INR,788.0,Mumbai,Maharashtra,400078.0,IN,,False,,True
408-6184474-1723540,2022-05-02,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0006,J0006-SET-XS,Ethnic Dress,XS,B08B3Z4J34,Shipped,1,INR,899.0,Mysuru,Karnataka,570016.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant SS-1640596961008,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,True
406-1288115-0867569,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,JNE1977,JNE1977-KR-237-M,kurta,M,B074SW485J,Shipped,1,INR,259.0,Hyderabad,Telangana,500084.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
404-7640725-9123543,2022-05-02,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET220,SET220-KR-PP-XXXL,Set,3XL,B08MXFM318,Shipped,1,INR,1099.0,Noida,Uttar Pradesh,201301.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,True
404-1850948-4035556,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399.0,New Delhi,Delhi,110059.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,True,,True
171-3254370-7934712,2022-05-02,Cancelled,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-S,Set,S,B09NDL6H2B,Unshipped,1,INR,597.0,Chennai,Tamil Nadu,600092.0,IN,,False,,False
406-9684276-5927563,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,SET319,SET319-KR-NP-S,Set,S,B09KXV4TTM,Shipped,1,INR,835.0,Bhilwara,Rajasthan,311001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
402-0942567-5417956,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,JNE3782,JNE3782-KR-XXXL,kurta,3XL,B09K3YL25M,Shipped,1,INR,487.0,Noida,Uttar Pradesh,201301.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,True,,True
403-9768608-2728360,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399.0,Thane,Maharashtra,400615.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
171-2675821-1478717,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597.0,Hyderabad,Telangana,500085.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
405-9955080-9571540,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,Shipped,1,INR,597.0,Rajpur Sonarpur,West Bengal,700147.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
402-9711808-4476313,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,JNE3546,JNE3546-KR-S,kurta,S,B08HHJPWBS,Shipped,1,INR,458.0,Ahmedabad,Gujarat,382418.0,IN,,False,,True
403-2153673-0724300,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,JNE3568,JNE3568-KR-XL,kurta,XL,B08KS2BCHS,Shipped,1,INR,399.0,Jaipur,Rajasthan,303702.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,True
171-4196241-4467563,2022-05-02,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0096,J0096-KR-XL,kurta,XL,B089G2K69F,Shipped,1,INR,568.0,Sanquelim,Goa,403505.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,True
402-1333656-1515557,2022-05-02,Shipped,Amazon,Amazon.in,Expedited,SET171,SET171-KR-NP-L,Set,L,B0822SS99K,Shipped,1,INR,792.0,Indore,Madhya Pradesh,452009.0,IN,,False,,True
405-0962575-1307539,2022-05-02,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3720,JNE3720-KR-S,kurta,S,B099NNG899,Shipped,1,INR,517.0,Pune,Maharashtra,411019.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-3R6UGYISJQCKA,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,True
